rownum,stateabbrv,avg smoke,cur_smoke_q1,cur_smoke_q2,cur_smoke_q3,cur_smoke_q4,avg obese,bmi_obese_q1,bmi_obese_q2,bmi_obese_q3,bmi_obese_q4,avg exercise,exercise_any_q1,exercise_any_q2,exercise_any_q3,exercise_any_q4,puninsured2010,reimb_penroll_adj10,mort_30day_hosp_z,med_prev_qual_z,primcarevis_10,diab_hemotest_10,diab_eyeexam_10,diab_lipids_10,mammogram_10,amb_disch_per1000_10,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,cs_race_theil_2000,gini99,poor_share,inc_share_1perc,frac_middleclass,scap_ski90pcm,rel_tot,cs_frac_black,cs_frac_hisp,unemp_rate,pop_d_2000_1980,lf_d_2000_1980,cs_labforce,cs_elf_ind_man,cs_born_foreign,mig_inflow,mig_outflow,pop_density,frac_traveltime_lt15,hhinc00,median_house_value,ccd_exp_tot,ccd_pup_tch_ratio,score_r,dropout_r,cs_educ_ba,tuition,gradrate_r,e_rank_b,cs_fam_wkidsinglemom,crime_total,subcty_exp_pc,taxrate,tax_st_diff_top20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,MT,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,19.479,"7,295.70",0.719,-2.120,80.726,72.973,70.270,45.946,55.556,84.050,0.000,0.000,0.000,0.000,,0.125,,,1.605,86.570,0.141,0.388,0.029,-0.246,-0.044,0.665,0.007,0.952,,,1.75,0.713,"30,324.57","63,984.00",7.306,12.803,,,14.400,,,,0.109,0.008,"4,109.89",0.041,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,ND,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,14.928,"8,293.85",1.154,-0.957,85.419,74.074,68.519,61.111,69.444,85.640,0.006,0.007,0.002,0.015,,0.099,,,2.460,89.299,0.025,0.574,0.021,-0.256,-0.147,0.665,0.030,0.359,0.000,0.004,1.68,0.648,"34,193.54","65,282.40",5.772,12.160,,,17.536,,,,0.082,0.001,"1,819.90",0.020,3.440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,ND,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,19.410,"7,814.88",-1.991,-0.244,63.081,85.456,77.123,78.319,66.285,81.147,0.001,0.000,0.000,0.042,0.226,0.143,0.084,0.673,3.161,88.652,0.242,0.438,0.027,-0.310,-0.302,0.599,0.054,0.964,0.000,0.008,1.74,0.704,"34,793.17","44,353.09",6.404,13.430,17.086,-0.036,15.135,,,61.269,0.120,0.001,"1,943.23",0.028,3.440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,MT,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,20.366,"7,506.35",0.478,0.630,87.132,94.737,68.421,73.684,61.538,46.390,0.012,0.010,0.012,0.007,,0.169,,,2.841,130.838,0.000,1.587,0.043,-0.289,-0.180,0.567,0.005,4.840,,,1.41,0.710,"32,704.50","60,118.30",8.514,11.767,,,14.100,,,,0.150,0.008,"3,841.13",0.033,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,MT,0.2637,0.407,0.217,0.216,0.214,0.355,0.381,0.354,0.246,0.439,0.756,0.647,0.690,0.878,0.810,25.695,"8,394.59",2.034,-0.492,83.681,84.523,59.895,75.114,50.972,42.434,0.014,0.014,0.009,0.300,0.275,0.299,0.055,0.527,0.364,79.289,0.087,1.191,0.052,-0.043,-0.043,0.626,0.016,0.848,0.005,0.007,2.52,0.700,"24,254.00","62,138.07",7.014,14.137,-10.316,0.038,15.726,"1,200.00",-0.234,43.589,0.261,0.001,"2,391.71",0.032,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,MT,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,21.867,"7,102.42",0.276,0.187,84.292,88.732,71.831,77.465,54.545,58.950,0.004,0.005,0.002,0.014,,0.147,,,1.270,75.761,0.097,1.072,0.040,-0.242,-0.195,0.590,0.028,1.833,0.000,0.007,2.45,0.681,"33,726.70","61,051.40",7.281,12.998,,,18.400,,,,0.095,0.007,"2,408.50",0.028,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,MT,0.1506,0.129,0.071,0.167,0.235,0.292,0.433,0.286,0.273,0.176,0.820,0.613,0.786,1.000,0.882,25.142,"7,187.81",3.304,-1.625,82.614,72.001,62.768,58.119,57.529,62.984,0.021,0.022,0.014,0.213,0.271,0.153,0.048,0.609,1.564,59.743,0.122,0.920,0.041,-0.214,-0.155,0.618,0.014,1.086,0.005,0.010,1.22,0.697,"31,217.48","79,780.90",7.491,13.595,9.237,-0.028,16.225,,,51.104,0.165,0.005,"6,900.01",0.037,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,MT,0.2186,0.290,0.209,0.125,0.250,0.231,0.263,0.222,0.258,0.182,0.759,0.565,0.794,0.844,0.833,17.332,"7,296.96",0.745,-1.447,80.302,87.481,64.211,50.172,53.736,68.156,0.004,0.005,0.004,0.012,0.217,0.150,0.043,0.688,1.751,54.161,0.207,0.871,0.034,-0.231,-0.200,0.623,0.009,1.015,0.003,0.009,2.83,0.735,"29,214.83","76,601.72",5.793,14.507,11.656,-0.026,15.930,"1,236.00",0.080,57.042,0.143,0.004,"2,129.96",0.028,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,ND,0.1822,0.236,0.183,0.129,0.181,0.234,0.264,0.209,0.198,0.267,0.795,0.658,0.807,0.864,0.851,12.128,"7,122.88",-2.499,1.219,85.208,86.647,75.348,83.080,73.830,47.419,0.016,0.009,0.019,0.219,0.231,0.130,0.081,0.664,1.261,83.627,0.177,0.981,0.026,-0.079,0.023,0.662,0.082,0.785,0.010,0.014,6.03,0.659,"29,908.72","89,307.27",5.080,18.110,10.289,-0.027,21.389,"1,982.00",-0.060,64.019,0.154,0.003,"1,599.64",0.019,3.440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,ND,0.1938,0.352,0.245,0.140,0.038,0.310,0.329,0.283,0.349,0.280,0.760,0.620,0.755,0.744,0.923,17.429,"7,917.95",-0.712,-0.677,75.276,81.572,71.751,63.023,68.622,75.022,0.009,0.005,0.007,0.481,0.242,0.156,0.054,0.667,1.421,65.841,0.086,1.607,0.039,-0.186,-0.146,0.620,0.042,1.398,0.010,0.017,3.31,0.637,"30,292.00","70,577.07",6.291,14.365,5.512,-0.019,16.328,"1,920.00",-0.185,55.630,0.181,0.004,"2,384.62",0.023,3.440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,ND,0.2465,0.327,0.261,0.176,0.221,0.247,0.263,0.222,0.245,0.259,0.769,0.667,0.744,0.779,0.885,10.865,"6,818.51",-0.275,0.782,82.792,86.776,79.274,78.284,66.969,56.954,0.014,0.015,0.012,0.092,0.248,0.125,0.073,0.654,1.353,82.784,0.086,0.852,0.023,-0.178,-0.104,0.643,0.033,1.319,0.010,0.011,5.48,0.702,"32,277.37","67,151.09",5.093,16.133,9.652,-0.034,15.784,"1,592.00",-0.005,61.426,0.187,0.005,"1,956.64",0.019,3.440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,SD,0.1528,0.213,0.207,0.111,0.081,0.230,0.230,0.251,0.235,0.205,0.793,0.700,0.758,0.841,0.872,13.551,"7,667.05",0.317,0.597,84.014,86.823,71.245,74.130,75.703,63.169,0.012,0.017,0.007,0.126,0.226,0.126,0.091,0.670,1.262,66.306,0.263,0.829,0.031,0.078,0.320,0.720,0.196,1.940,0.017,0.017,18.88,0.640,"30,234.07","99,924.92",4.768,15.548,12.972,-0.022,27.508,"1,933.00",0.127,53.756,0.151,0.002,"2,273.04",0.029,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,SD,0.1824,0.233,0.250,0.121,0.125,0.247,0.252,0.248,0.302,0.188,0.788,0.604,0.716,0.935,0.897,12.554,"7,111.62",-0.448,1.116,84.302,89.242,69.020,84.992,70.676,40.570,0.022,0.018,0.023,0.017,0.227,0.102,0.096,0.686,2.281,72.514,0.268,0.756,0.032,-0.021,0.257,0.670,0.167,0.804,0.014,0.019,12.49,0.632,"30,818.75","86,082.74",4.547,17.150,13.990,-0.024,19.552,"1,935.00",-0.016,54.305,0.139,0.004,"2,610.98",0.027,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,SD,0.2028,0.273,0.241,0.186,0.112,0.219,0.238,0.218,0.220,0.199,0.786,0.656,0.766,0.829,0.893,11.721,"8,222.75",-0.711,0.855,82.375,88.393,71.885,80.976,72.653,57.968,0.076,0.063,0.087,0.082,0.256,0.080,0.132,0.599,1.629,64.326,1.215,1.773,0.025,0.313,0.520,0.742,0.119,3.368,0.026,0.019,67.08,0.439,"36,624.38","130,142.62",5.132,17.273,-0.600,-0.004,26.118,"5,666.39",0.023,49.384,0.181,0.007,"1,706.51",0.028,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,SD,0.2000,0.272,0.240,0.169,0.119,0.239,0.261,0.236,0.229,0.230,0.758,0.624,0.754,0.828,0.829,13.654,"8,072.26",0.092,1.083,87.004,88.101,71.078,83.492,79.928,79.275,0.023,0.020,0.023,0.028,0.253,0.102,0.077,0.683,1.789,82.554,0.115,0.906,0.037,0.103,0.333,0.693,0.199,1.064,0.012,0.015,14.44,0.595,"35,142.73","94,592.67",4.920,17.409,14.260,-0.013,16.588,"1,980.00",0.376,54.803,0.144,0.007,"2,099.19",0.027,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,MN,0.1656,0.177,0.211,0.060,0.214,0.248,0.270,0.292,0.215,0.214,0.734,0.592,0.780,0.779,0.786,13.288,"7,809.84",-0.655,0.611,61.496,89.326,77.988,79.451,74.848,43.603,0.005,0.003,0.003,0.070,0.243,0.111,0.067,0.686,2.339,100.416,0.067,0.635,0.042,-0.201,-0.117,0.596,0.078,0.950,0.004,0.006,10.15,0.650,"34,360.77","63,113.64",6.052,15.600,11.685,-0.033,12.736,,,56.082,0.119,0.005,"5,009.68",0.025,2.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,SD,0.1955,0.302,0.237,0.141,0.102,0.278,0.286,0.259,0.309,0.259,0.744,0.646,0.688,0.816,0.825,19.132,"7,518.54",1.096,0.255,82.703,87.372,75.833,72.101,64.228,66.606,0.011,0.016,0.004,0.263,0.246,0.180,0.046,0.616,2.331,83.101,0.105,0.585,0.051,-0.147,-0.076,0.600,0.099,0.748,0.008,0.009,7.03,0.563,"30,613.08","52,629.03",5.094,13.904,4.794,-0.006,14.615,,-0.158,48.647,0.171,0.004,"1,563.12",0.026,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,SD,0.2096,0.343,0.129,0.200,0.167,0.397,0.529,0.258,0.400,0.400,0.664,0.614,0.774,0.600,0.667,18.600,"7,590.36",-0.539,-3.195,67.366,44.262,39.395,44.262,46.875,-123.190,0.014,0.011,0.012,0.234,0.307,0.401,0.149,0.465,-0.244,69.277,0.061,1.872,0.054,-0.067,-0.025,0.546,0.016,0.506,0.009,0.016,2.31,0.505,"17,400.51","42,377.24",6.853,12.301,-22.102,0.099,11.251,"17,000.00",-0.229,33.384,0.344,0.001,"1,539.09",0.017,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,SD,0.2384,0.316,0.221,0.167,0.250,0.211,0.271,0.282,0.190,0.100,0.776,0.714,0.730,0.810,0.850,15.913,"7,641.67",1.626,-1.011,47.981,83.715,74.411,68.915,63.823,47.997,0.003,0.004,0.003,0.141,0.222,0.172,0.050,0.663,2.379,83.419,0.026,0.516,0.040,-0.162,-0.098,0.593,0.029,0.492,0.005,0.006,5.37,0.708,"31,321.75","50,143.19",5.090,15.512,19.040,-0.010,15.570,,,51.748,0.189,0.005,"1,702.43",0.027,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,SD,0.1914,0.257,0.208,0.168,0.133,0.256,0.275,0.274,0.253,0.221,0.764,0.641,0.766,0.802,0.845,12.152,"8,821.10",-1.048,0.834,86.872,88.983,69.553,81.269,73.338,71.877,0.025,0.027,0.023,0.049,0.257,0.118,0.108,0.636,2.063,86.239,0.223,0.566,0.031,-0.100,-0.006,0.656,0.094,0.765,0.008,0.010,8.13,0.676,"33,759.89","80,056.39",5.042,15.442,7.676,-0.014,20.398,"2,465.82",-0.014,54.718,0.154,0.006,"1,759.47",0.030,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,MN,0.1762,0.246,0.255,0.121,0.083,0.339,0.386,0.327,0.273,0.371,0.818,0.702,0.800,0.909,0.861,13.657,"7,591.40",0.007,0.378,83.933,81.813,75.895,71.690,70.920,54.325,0.027,0.027,0.025,0.317,0.302,0.143,0.093,0.577,1.443,56.447,0.244,0.845,0.054,0.146,0.353,0.635,0.110,1.376,0.018,0.017,16.16,0.449,"31,567.29","110,234.16",7.145,16.532,4.087,0.006,19.600,"2,810.25",0.074,44.863,0.211,0.007,"2,723.08",0.021,2.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,ND,0.1798,0.341,0.286,0.028,0.065,0.198,0.214,0.187,0.222,0.167,0.810,0.643,0.823,0.871,0.903,12.089,"7,738.92",0.371,0.767,87.842,86.219,80.270,81.159,63.353,74.752,0.013,0.012,0.012,0.072,0.238,0.104,0.099,0.659,2.415,87.626,0.161,3.416,0.038,-0.224,-0.060,0.617,0.112,2.594,0.007,0.012,6.24,0.582,"34,409.39","66,594.31",5.561,15.490,8.881,-0.026,14.380,"13,175.00",,56.750,0.124,0.004,"2,180.50",0.026,3.440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,MN,0.2321,0.286,0.143,0.500,0.000,0.143,0.143,0.429,0.000,0.000,0.759,0.714,0.571,0.750,1.000,10.542,"8,141.08",-0.065,1.150,83.327,89.403,74.801,84.316,73.187,61.151,0.010,0.007,0.012,0.067,0.245,0.106,0.091,0.672,2.338,82.606,0.157,1.712,0.061,-0.169,-0.011,0.648,0.174,1.633,0.010,0.013,9.94,0.534,"32,094.95","74,470.18",6.982,15.593,9.516,-0.032,13.206,"2,427.08",-0.091,54.869,0.164,0.006,"3,712.60",0.022,2.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,ND,0.1862,0.291,0.202,0.156,0.095,0.239,0.230,0.244,0.244,0.237,0.792,0.704,0.796,0.816,0.852,10.608,"7,929.15",0.016,0.832,80.747,85.969,80.100,76.667,70.638,50.745,0.054,0.052,0.056,0.077,0.231,0.116,0.102,0.640,1.612,67.383,0.894,2.819,0.033,-0.048,0.077,0.680,0.074,2.686,0.019,0.024,21.72,0.613,"31,651.47","109,868.49",5.709,16.822,8.004,-0.017,24.206,"2,732.88",0.094,50.809,0.181,0.005,"2,039.43",0.022,3.440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,ND,0.1982,0.296,0.218,0.175,0.104,0.231,0.241,0.259,0.220,0.203,0.787,0.659,0.763,0.832,0.893,10.194,"7,830.66",-0.743,1.518,84.701,88.816,80.149,83.877,75.264,50.583,0.065,0.056,0.074,0.056,0.254,0.108,0.111,0.597,1.800,62.438,0.637,1.860,0.025,0.185,0.373,0.721,0.096,2.723,0.023,0.020,35.23,0.518,"34,084.59","118,176.93",6.269,17.186,6.018,-0.014,27.015,"2,686.48",0.054,50.447,0.171,0.005,"2,262.82",0.020,3.440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,ND,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,11.359,"8,603.30",-0.461,1.021,88.911,90.128,71.259,85.466,70.273,77.013,0.018,0.017,0.014,0.015,0.199,0.107,0.069,0.699,2.606,88.216,0.119,0.987,0.025,-0.175,-0.004,0.647,0.192,1.086,0.010,0.014,5.61,0.606,"35,168.38","67,305.72",4.879,17.282,10.804,-0.031,15.242,"5,700.00",0.137,59.830,0.100,0.003,"1,428.67",0.021,3.440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,ND,0.1754,0.239,0.197,0.161,0.104,0.281,0.308,0.289,0.263,0.264,0.775,0.634,0.774,0.796,0.894,10.767,"7,124.08",-1.006,1.551,85.160,90.439,76.959,85.946,74.526,50.091,0.023,0.024,0.021,0.040,0.245,0.111,0.084,0.648,2.260,75.537,0.281,0.766,0.026,-0.139,-0.003,0.631,0.104,0.960,0.010,0.013,7.90,0.667,"32,842.16","79,716.78",5.257,16.429,10.253,-0.034,19.726,"5,550.68",0.092,56.498,0.156,0.006,"1,405.51",0.020,3.440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,ND,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,12.027,"7,391.26",-1.304,1.370,88.184,88.095,80.952,80.952,74.286,61.620,0.001,0.001,0.001,0.039,,0.101,,,2.695,74.582,0.000,0.399,0.023,-0.258,-0.152,0.583,0.093,0.869,0.006,0.008,3.89,0.615,"34,889.81","47,988.00",6.071,13.710,,,15.700,,,,0.086,0.003,"1,392.07",0.025,3.440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,MN,0.2002,0.235,0.239,0.172,0.154,0.234,0.253,0.250,0.207,0.225,0.787,0.700,0.745,0.861,0.841,11.175,"8,030.21",-0.654,0.897,73.549,89.893,74.644,81.821,75.652,55.502,0.017,0.020,0.016,0.095,0.250,0.097,0.085,0.648,2.729,73.143,0.294,1.131,0.042,0.069,0.263,0.637,0.148,1.535,0.017,0.015,26.76,0.526,"36,093.64","113,748.69",6.713,16.869,15.814,-0.003,17.199,"3,214.70",0.063,52.786,0.136,0.005,"2,972.45",0.019,2.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,MN,0.1059,0.226,0.100,0.031,0.067,0.295,0.290,0.325,0.300,0.267,0.743,0.523,0.741,0.792,0.917,12.746,"7,124.96",-0.714,-0.089,67.295,83.275,76.025,73.877,70.044,60.674,0.014,0.013,0.015,0.058,0.239,0.123,0.069,0.659,1.556,66.673,0.225,1.137,0.052,0.020,0.276,0.643,0.195,1.258,0.023,0.021,26.85,0.435,"31,850.94","95,280.96",7.227,17.419,7.154,-0.019,11.848,,,51.953,0.145,0.004,"2,769.89",0.017,2.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,NE,0.1884,0.281,0.173,0.300,0.000,0.242,0.179,0.265,0.400,0.125,0.741,0.561,0.615,0.900,0.889,17.750,"8,763.36",0.654,-0.727,87.290,75.208,76.980,61.244,62.675,82.411,0.005,0.003,0.007,0.022,0.234,0.139,0.063,0.628,1.311,68.807,0.020,0.598,0.031,-0.171,0.004,0.654,0.033,0.688,0.004,0.005,4.22,0.653,"31,083.88","69,468.54",8.565,11.960,10.016,-0.033,14.245,,,57.445,0.097,0.003,"1,667.56",0.024,1.720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,NE,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,20.211,"9,292.03",2.609,-0.593,86.037,82.527,69.691,66.474,56.300,70.468,0.002,0.003,0.003,0.025,0.296,0.136,0.065,0.597,0.837,82.216,0.201,1.293,0.030,-0.190,-0.078,0.630,0.037,0.838,0.000,0.006,4.38,0.658,"31,042.35","54,304.19",6.896,11.854,9.690,-0.034,14.818,,,57.843,0.109,0.002,"2,683.88",0.032,1.720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,NE,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,23.193,"8,198.10",-2.258,0.496,80.009,83.543,72.145,73.406,63.847,7.800,0.005,0.004,0.007,0.039,0.232,0.166,0.059,0.571,1.548,54.518,0.016,1.213,0.032,-0.223,-0.116,0.635,0.038,0.821,,,2.09,0.670,"30,825.16","53,458.95",6.274,11.592,0.131,,15.563,,,56.486,0.137,0.001,"2,816.85",0.032,1.720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,SD,0.1211,0.195,0.164,0.097,0.029,0.302,0.258,0.298,0.279,0.375,0.708,0.616,0.735,0.806,0.676,20.376,"7,884.22",-0.154,-1.982,52.449,84.431,59.619,73.544,56.438,102.438,0.005,0.000,0.006,0.034,0.276,0.200,0.070,0.586,1.978,70.469,0.036,0.855,0.033,-0.155,-0.051,0.627,0.014,0.490,0.001,0.006,4.27,0.673,"29,623.25","56,190.71",4.964,14.800,16.809,-0.019,12.859,,,52.303,0.122,0.004,"1,772.69",0.027,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,SD,0.1745,0.240,0.212,0.166,0.080,0.221,0.228,0.250,0.202,0.205,0.785,0.666,0.770,0.880,0.824,14.972,"7,966.17",-0.326,0.151,80.871,84.603,73.262,71.300,71.653,70.960,0.017,0.012,0.016,0.148,0.241,0.112,0.068,0.670,1.310,76.877,0.647,1.175,0.032,-0.039,0.039,0.636,0.142,1.071,0.007,0.012,16.33,0.583,"31,086.26","81,619.97",6.307,16.198,8.914,-0.017,18.143,"9,710.00",0.071,57.622,0.138,0.003,"1,860.06",0.025,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,SD,0.1811,0.241,0.199,0.125,0.160,0.217,0.248,0.257,0.219,0.145,0.739,0.599,0.737,0.825,0.797,15.396,"7,726.83",-0.741,0.740,85.313,86.218,71.376,80.335,72.950,65.855,0.007,0.007,0.009,0.032,0.261,0.124,0.134,0.639,2.059,78.691,0.210,0.811,0.026,-0.016,0.141,0.667,0.133,0.991,0.013,0.015,12.86,0.641,"33,752.84","82,273.20",5.252,14.798,15.040,-0.030,18.141,"4,329.80",0.337,52.270,0.151,0.010,"1,673.15",0.030,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,SD,0.1756,0.222,0.205,0.163,0.112,0.275,0.284,0.278,0.244,0.292,0.741,0.619,0.717,0.799,0.831,14.514,"6,917.33",2.384,1.292,88.603,90.371,71.815,86.999,68.938,53.738,0.008,0.008,0.006,0.041,0.245,0.129,0.084,0.649,3.550,75.054,0.611,0.839,0.033,-0.127,-0.047,0.649,0.124,1.024,0.009,0.020,10.80,0.670,"35,616.66","72,156.18",5.120,15.546,7.178,-0.010,17.587,"7,200.00",,52.122,0.165,0.005,"1,635.94",0.026,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,SD,0.1665,0.219,0.157,0.171,0.119,0.258,0.318,0.271,0.244,0.200,0.790,0.656,0.742,0.873,0.889,17.446,"8,019.30",0.558,0.352,86.802,92.012,71.616,75.378,63.104,84.090,0.012,0.013,0.006,0.333,0.254,0.195,0.086,0.631,2.774,90.265,0.091,1.111,0.031,-0.100,-0.035,0.599,0.066,0.651,0.007,0.009,8.91,0.613,"29,594.07","58,080.75",4.736,14.062,6.127,-0.027,14.166,,,51.085,0.140,0.002,"1,538.86",0.028,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,SD,0.1410,0.207,0.181,0.071,0.105,0.296,0.296,0.319,0.357,0.211,0.710,0.603,0.625,0.821,0.789,19.313,"8,067.89",-1.748,-0.760,81.769,77.580,63.035,64.947,66.717,56.173,0.056,0.068,0.039,0.554,0.302,0.256,0.072,0.569,0.682,69.640,0.168,0.549,0.039,0.035,0.097,0.643,0.023,0.461,0.003,0.005,3.85,0.600,"26,745.55","72,189.98",5.188,13.202,13.686,-0.019,16.243,,,40.952,0.242,0.004,"1,366.20",0.025,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,SD,0.1287,0.098,0.139,0.188,0.091,0.406,0.359,0.400,0.500,0.364,0.684,0.683,0.611,0.625,0.818,17.062,"7,665.20",-2.369,-0.218,37.747,90.117,86.613,77.089,71.698,65.990,0.010,0.012,0.013,0.353,,0.102,,,3.375,72.154,0.055,0.351,0.027,-0.229,-0.109,0.625,0.022,0.865,0.004,0.000,2.36,0.697,"39,611.15","56,139.79",5.358,14.271,,,15.724,,,,0.111,0.001,"1,976.54",0.035,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,SD,0.1550,0.254,0.176,0.138,0.052,0.252,0.286,0.276,0.249,0.195,0.794,0.615,0.779,0.883,0.897,12.825,"7,144.67",1.225,0.541,79.394,83.358,75.061,69.339,71.212,19.478,0.016,0.014,0.017,0.079,0.266,0.084,0.078,0.609,5.266,69.941,0.168,1.081,0.024,0.110,0.202,0.739,0.015,1.174,0.012,0.013,6.52,0.767,"38,652.54","120,952.49",5.099,17.675,8.612,0.007,29.515,,,46.671,0.184,0.007,"1,942.68",0.027,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,SD,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,14.394,"9,678.06",1.731,-0.139,87.924,81.579,71.053,73.684,70.000,104.640,0.000,0.000,0.000,0.000,,0.126,,,4.555,115.819,0.000,0.186,0.035,-0.267,-0.168,0.614,0.047,0.407,0.000,0.006,3.11,0.729,"37,190.40","57,052.40",6.693,14.184,,,16.200,,,,0.084,0.002,"1,831.97",0.030,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,MN,0.1647,0.197,0.209,0.184,0.069,0.179,0.276,0.178,0.189,0.071,0.831,0.654,0.825,0.846,1.000,10.547,"7,563.67",-0.130,0.984,69.634,90.766,76.049,82.365,79.072,56.643,0.024,0.022,0.025,0.181,0.236,0.091,0.077,0.659,2.626,84.368,0.627,4.780,0.042,-0.039,0.113,0.654,0.158,2.463,0.010,0.012,23.43,0.549,"35,795.20","96,403.11",7.863,16.502,5.464,-0.012,15.986,"2,231.99",0.046,51.921,0.148,0.006,"3,638.41",0.018,2.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
